# Security Profile for General Identifiers
# File: xidmodifications.txt
# Version: 3.0-draft
# Generated: 2012-05-07, 07:52:41 GMT
# Checkin: $Revision: 1511 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
#  All code points not explicitly listed 
#  have the values: restricted; not-chars
# @missing: 0000..10FFFF; restricted ; not-chars


#	Status/Type:	allowed ; inclusion

002D..002E    ; allowed ; inclusion            #  [2] (-...)  HYPHEN-MINUS..FULL STOP
0EDE..0EDF    ; allowed ; recommended          #  [2] (ໞ..ໟ)  LAO LETTER KHMU GO..LAO LETTER KHMU NYO
0F00          ; allowed ; recommended          #      (ༀ)  TIBETAN SYLLABLE OM
0F20..0F29    ; allowed ; recommended          # [10] (༠..༩)  TIBETAN DIGIT ZERO..TIBETAN DIGIT NINE
0F35          ; allowed ; recommended          #      (༵)  TIBETAN MARK NGAS BZUNG NYI ZLA
0F37          ; allowed ; recommended          #      (༷)  TIBETAN MARK NGAS BZUNG SGOR RTAGS
0F3E..0F42    ; allowed ; recommended          #  [5] (༾..ག)  TIBETAN SIGN YAR TSHES..TIBETAN LETTER GA
0F44..0F47    ; allowed ; recommended          #  [4] (ང..ཇ)  TIBETAN LETTER NGA..TIBETAN LETTER JA
0F49..0F4C    ; allowed ; recommended          #  [4] (ཉ..ཌ)  TIBETAN LETTER NYA..TIBETAN LETTER DDA
0F4E..0F51    ; allowed ; recommended          #  [4] (ཎ..ད)  TIBETAN LETTER NNA..TIBETAN LETTER DA
0F53..0F56    ; allowed ; recommended          #  [4] (ན..བ)  TIBETAN LETTER NA..TIBETAN LETTER BA
0F58..0F5B    ; allowed ; recommended          #  [4] (མ..ཛ)  TIBETAN LETTER MA..TIBETAN LETTER DZA
0F5D..0F68    ; allowed ; recommended          # [12] (ཝ..ཨ)  TIBETAN LETTER WA..TIBETAN LETTER A
0F6A..0F6C    ; allowed ; recommended          #  [3] (ཪ..ཬ)  TIBETAN LETTER FIXED-FORM RA..TIBETAN LETTER RRA
0F71..0F72    ; allowed ; recommended          #  [2] (ཱ..ི)  TIBETAN VOWEL SIGN AA..TIBETAN VOWEL SIGN I
0F74          ; allowed ; recommended          #      (ུ)  TIBETAN VOWEL SIGN U
0F7A..0F80    ; allowed ; recommended          #  [7] (ེ..ྀ)  TIBETAN VOWEL SIGN E..TIBETAN VOWEL SIGN REVERSED I
0F82..0F84    ; allowed ; recommended          #  [3] (ྂ..྄)  TIBETAN SIGN NYI ZLA NAA DA..TIBETAN MARK HALANTA
0F86..0F92    ; allowed ; recommended          # [13] (྆..ྒ)  TIBETAN SIGN LCI RTAGS..TIBETAN SUBJOINED LETTER GA
0F94..0F97    ; allowed ; recommended          #  [4] (ྔ..ྗ)  TIBETAN SUBJOINED LETTER NGA..TIBETAN SUBJOINED LETTER JA
0F99..0F9C    ; allowed ; recommended          #  [4] (ྙ..ྜ)  TIBETAN SUBJOINED LETTER NYA..TIBETAN SUBJOINED LETTER DDA
0F9E..0FA1    ; allowed ; recommended          #  [4] (ྞ..ྡ)  TIBETAN SUBJOINED LETTER NNA..TIBETAN SUBJOINED LETTER DA
0FA3..0FA6    ; allowed ; recommended          #  [4] (ྣ..ྦ)  TIBETAN SUBJOINED LETTER NA..TIBETAN SUBJOINED LETTER BA
0FA8..0FAB    ; allowed ; recommended          #  [4] (ྨ..ྫ)  TIBETAN SUBJOINED LETTER MA..TIBETAN SUBJOINED LETTER DZA
0FAD..0FB8    ; allowed ; recommended          # [12] (ྭ..ྸ)  TIBETAN SUBJOINED LETTER WA..TIBETAN SUBJOINED LETTER A
0FBA..0FBC    ; allowed ; recommended          #  [3] (ྺ..ྼ)  TIBETAN SUBJOINED LETTER FIXED-FORM WA..TIBETAN SUBJOINED LETTER FIXED-FORM RA
0FC6          ; allowed ; recommended          #      (࿆)  TIBETAN SYMBOL PADMA GDAN
1000..1049    ; allowed ; recommended          # [74] (က..၉)  MYANMAR LETTER KA..MYANMAR DIGIT NINE
1050..109D    ; allowed ; recommended          # [78] (ၐ..ႝ)  MYANMAR LETTER SHA..MYANMAR VOWEL SIGN AITON AI
10C7          ; allowed ; recommended          #      (Ⴧ)  GEORGIAN CAPITAL LETTER YN
10CD          ; allowed ; recommended          #      (Ⴭ)  GEORGIAN CAPITAL LETTER AEN
10D0..10F0    ; allowed ; recommended          # [33] (ა..ჰ)  GEORGIAN LETTER AN..GEORGIAN LETTER HAE
10F7..10FA    ; allowed ; recommended          #  [4] (ჷ..ჺ)  GEORGIAN LETTER YN..GEORGIAN LETTER AIN
10FD..10FF    ; allowed ; recommended          #  [3] (ჽ..ჿ)  GEORGIAN LETTER AEN..GEORGIAN LETTER LABIAL SIGN
1200..1248    ; allowed ; recommended          # [73] (ሀ..ቈ)  ETHIOPIC SYLLABLE HA..ETHIOPIC SYLLABLE QWA
124A..124D    ; allowed ; recommended          #  [4] (ቊ..ቍ)  ETHIOPIC SYLLABLE QWI..ETHIOPIC SYLLABLE QWE
1250..1256    ; allowed ; recommended          #  [7] (ቐ..ቖ)  ETHIOPIC SYLLABLE QHA..ETHIOPIC SYLLABLE QHO
1258          ; allowed ; recommended          #      (ቘ)  ETHIOPIC SYLLABLE QHWA
125A..125D    ; allowed ; recommended          #  [4] (ቚ..ቝ)  ETHIOPIC SYLLABLE QHWI..ETHIOPIC SYLLABLE QHWE
1260..1288    ; allowed ; recommended          # [41] (በ..ኈ)  ETHIOPIC SYLLABLE BA..ETHIOPIC SYLLABLE XWA
128A..128D    ; allowed ; recommended          #  [4] (ኊ..ኍ)  ETHIOPIC SYLLABLE XWI..ETHIOPIC SYLLABLE XWE
1290..12B0    ; allowed ; recommended          # [33] (ነ..ኰ)  ETHIOPIC SYLLABLE NA..ETHIOPIC SYLLABLE KWA
12B2..12B5    ; allowed ; recommended          #  [4] (ኲ..ኵ)  ETHIOPIC SYLLABLE KWI..ETHIOPIC SYLLABLE KWE
12B8..12BE    ; allowed ; recommended          #  [7] (ኸ..ኾ)  ETHIOPIC SYLLABLE KXA..ETHIOPIC SYLLABLE KXO
12C0          ; allowed ; recommended          #      (ዀ)  ETHIOPIC SYLLABLE KXWA
12C2..12C5    ; allowed ; recommended          #  [4] (ዂ..ዅ)  ETHIOPIC SYLLABLE KXWI..ETHIOPIC SYLLABLE KXWE
12C8..12D6    ; allowed ; recommended          # [15] (ወ..ዖ)  ETHIOPIC SYLLABLE WA..ETHIOPIC SYLLABLE PHARYNGEAL O
12D8..1310    ; allowed ; recommended          # [57] (ዘ..ጐ)  ETHIOPIC SYLLABLE ZA..ETHIOPIC SYLLABLE GWA
1312..1315    ; allowed ; recommended          #  [4] (ጒ..ጕ)  ETHIOPIC SYLLABLE GWI..ETHIOPIC SYLLABLE GWE
1318..135A    ; allowed ; recommended          # [67] (ጘ..ፚ)  ETHIOPIC SYLLABLE GGA..ETHIOPIC SYLLABLE FYA
135D..135F    ; allowed ; recommended          #  [3] (፝..፟)  ETHIOPIC COMBINING GEMINATION AND VOWEL LENGTH MARK..ETHIOPIC COMBINING GEMINATION MARK
1380..138F    ; allowed ; recommended          # [16] (ᎀ..ᎏ)  ETHIOPIC SYLLABLE SEBATBEIT MWA..ETHIOPIC SYLLABLE PWE
1780..17A2    ; allowed ; recommended          # [35] (ក..អ)  KHMER LETTER KA..KHMER LETTER QA
17A5..17A7    ; allowed ; recommended          #  [3] (ឥ..ឧ)  KHMER INDEPENDENT VOWEL QI..KHMER INDEPENDENT VOWEL QU
17A9..17B3    ; allowed ; recommended          # [11] (ឩ..ឳ)  KHMER INDEPENDENT VOWEL QUU..KHMER INDEPENDENT VOWEL QAU
17B6..17CA    ; allowed ; recommended          # [21] (ា..៊)  KHMER VOWEL SIGN AA..KHMER SIGN TRIISAP
17D2          ; allowed ; recommended          #      (្)  KHMER SIGN COENG
17D7          ; allowed ; recommended          #      (ៗ)  KHMER SIGN LEK TOO
17DC          ; allowed ; recommended          #      (ៜ)  KHMER SIGN AVAKRAHASANYA
17E0..17E9    ; allowed ; recommended          # [10] (០..៩)  KHMER DIGIT ZERO..KHMER DIGIT NINE
1E00..1E99    ; allowed ; recommended          # [154] (Ḁ..ẙ)  LATIN CAPITAL LETTER A WITH RING BELOW..LATIN SMALL LETTER Y WITH RING ABOVE
1F00..1F15    ; allowed ; recommended          # [22] (ἀ..ἕ)  GREEK SMALL LETTER ALPHA WITH PSILI..GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA
1F18..1F1D    ; allowed ; recommended          #  [6] (Ἐ..Ἕ)  GREEK CAPITAL LETTER EPSILON WITH PSILI..GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA
1F20..1F45    ; allowed ; recommended          # [38] (ἠ..ὅ)  GREEK SMALL LETTER ETA WITH PSILI..GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA
1F48..1F4D    ; allowed ; recommended          #  [6] (Ὀ..Ὅ)  GREEK CAPITAL LETTER OMICRON WITH PSILI..GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA
1F50..1F57    ; allowed ; recommended          #  [8] (ὐ..ὗ)  GREEK SMALL LETTER UPSILON WITH PSILI..GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI
1F59          ; allowed ; recommended          #      (Ὑ)  GREEK CAPITAL LETTER UPSILON WITH DASIA
1F5B          ; allowed ; recommended          #      (Ὓ)  GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA
1F5D          ; allowed ; recommended          #      (Ὕ)  GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA
1F5F..1F70    ; allowed ; recommended          # [18] (Ὗ..ὰ)  GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI..GREEK SMALL LETTER ALPHA WITH VARIA
1F72          ; allowed ; recommended          #      (ὲ)  GREEK SMALL LETTER EPSILON WITH VARIA
1F74          ; allowed ; recommended          #      (ὴ)  GREEK SMALL LETTER ETA WITH VARIA
1F76          ; allowed ; recommended          #      (ὶ)  GREEK SMALL LETTER IOTA WITH VARIA
1F78          ; allowed ; recommended          #      (ὸ)  GREEK SMALL LETTER OMICRON WITH VARIA
1F7A          ; allowed ; recommended          #      (ὺ)  GREEK SMALL LETTER UPSILON WITH VARIA
1F7C          ; allowed ; recommended          #      (ὼ)  GREEK SMALL LETTER OMEGA WITH VARIA
1F80..1FB4    ; allowed ; recommended          # [53] (ᾀ..ᾴ)  GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI..GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI
1FB6..1FBA    ; allowed ; recommended          #  [5] (ᾶ..Ὰ)  GREEK SMALL LETTER ALPHA WITH PERISPOMENI..GREEK CAPITAL LETTER ALPHA WITH VARIA
1FBC          ; allowed ; recommended          #      (ᾼ)  GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI
1FC2..1FC4    ; allowed ; recommended          #  [3] (ῂ..ῄ)  GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI
1FC6..1FC8    ; allowed ; recommended          #  [3] (ῆ..Ὲ)  GREEK SMALL LETTER ETA WITH PERISPOMENI..GREEK CAPITAL LETTER EPSILON WITH VARIA
1FCA          ; allowed ; recommended          #      (Ὴ)  GREEK CAPITAL LETTER ETA WITH VARIA
1FCC          ; allowed ; recommended          #      (ῌ)  GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI
1FD0..1FD2    ; allowed ; recommended          #  [3] (ῐ..ῒ)  GREEK SMALL LETTER IOTA WITH VRACHY..GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA
1FD6..1FDA    ; allowed ; recommended          #  [5] (ῖ..Ὶ)  GREEK SMALL LETTER IOTA WITH PERISPOMENI..GREEK CAPITAL LETTER IOTA WITH VARIA
1FE0..1FE2    ; allowed ; recommended          #  [3] (ῠ..ῢ)  GREEK SMALL LETTER UPSILON WITH VRACHY..GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA
1FE4..1FEA    ; allowed ; recommended          #  [7] (ῤ..Ὺ)  GREEK SMALL LETTER RHO WITH PSILI..GREEK CAPITAL LETTER UPSILON WITH VARIA
1FEC          ; allowed ; recommended          #      (Ῥ)  GREEK CAPITAL LETTER RHO WITH DASIA
1FF2..1FF4    ; allowed ; recommended          #  [3] (ῲ..ῴ)  GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI
1FF6..1FF8    ; allowed ; recommended          #  [3] (ῶ..Ὸ)  GREEK SMALL LETTER OMEGA WITH PERISPOMENI..GREEK CAPITAL LETTER OMICRON WITH VARIA
1FFA          ; allowed ; recommended          #      (Ὼ)  GREEK CAPITAL LETTER OMEGA WITH VARIA
1FFC          ; allowed ; recommended          #      (ῼ)  GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI
2D27          ; allowed ; recommended          #      (ⴧ)  GEORGIAN SMALL LETTER YN
2D2D          ; allowed ; recommended          #      (ⴭ)  GEORGIAN SMALL LETTER AEN
2D80..2D96    ; allowed ; recommended          # [23] (ⶀ..ⶖ)  ETHIOPIC SYLLABLE LOA..ETHIOPIC SYLLABLE GGWE
2DA0..2DA6    ; allowed ; recommended          #  [7] (ⶠ..ⶦ)  ETHIOPIC SYLLABLE SSA..ETHIOPIC SYLLABLE SSO
2DA8..2DAE    ; allowed ; recommended          #  [7] (ⶨ..ⶮ)  ETHIOPIC SYLLABLE CCA..ETHIOPIC SYLLABLE CCO
2DB0..2DB6    ; allowed ; recommended          #  [7] (ⶰ..ⶶ)  ETHIOPIC SYLLABLE ZZA..ETHIOPIC SYLLABLE ZZO
2DB8..2DBE    ; allowed ; recommended          #  [7] (ⶸ..ⶾ)  ETHIOPIC SYLLABLE CCHA..ETHIOPIC SYLLABLE CCHO
2DC0..2DC6    ; allowed ; recommended          #  [7] (ⷀ..ⷆ)  ETHIOPIC SYLLABLE QYA..ETHIOPIC SYLLABLE QYO
2DC8..2DCE    ; allowed ; recommended          #  [7] (ⷈ..ⷎ)  ETHIOPIC SYLLABLE KYA..ETHIOPIC SYLLABLE KYO
2DD0..2DD6    ; allowed ; recommended          #  [7] (ⷐ..ⷖ)  ETHIOPIC SYLLABLE XYA..ETHIOPIC SYLLABLE XYO
2DD8..2DDE    ; allowed ; recommended          #  [7] (ⷘ..ⷞ)  ETHIOPIC SYLLABLE GYA..ETHIOPIC SYLLABLE GYO
3005..3007    ; allowed ; recommended          #  [3] (々..〇)  IDEOGRAPHIC ITERATION MARK..IDEOGRAPHIC NUMBER ZERO
3041..3096    ; allowed ; recommended          # [86] (ぁ..ゖ)  HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMALL KE
3099..309A    ; allowed ; recommended          #  [2] (゙..゚)  COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK..COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
309D..309E    ; allowed ; recommended          #  [2] (ゝ..ゞ)  HIRAGANA ITERATION MARK..HIRAGANA VOICED ITERATION MARK
30A1..30FA    ; allowed ; recommended          # [90] (ァ..ヺ)  KATAKANA LETTER SMALL A..KATAKANA LETTER VO
30FC..30FE    ; allowed ; recommended          #  [3] (ー..ヾ)  KATAKANA-HIRAGANA PROLONGED SOUND MARK..KATAKANA VOICED ITERATION MARK
3105..312D    ; allowed ; recommended          # [41] (ㄅ..ㄭ)  BOPOMOFO LETTER B..BOPOMOFO LETTER IH
31A0..31BA    ; allowed ; recommended          # [27] (ㆠ..ㆺ)  BOPOMOFO LETTER BU..BOPOMOFO LETTER ZY
3400..4DB5    ; allowed ; recommended          # [6582] (㐀..䶵)  CJK UNIFIED IDEOGRAPH-3400..CJK UNIFIED IDEOGRAPH-4DB5
4E00..9FCC    ; allowed ; recommended          # [20941] (一..鿌)  CJK UNIFIED IDEOGRAPH-4E00..CJK UNIFIED IDEOGRAPH-9FCC
A660..A661    ; allowed ; recommended          #  [2] (Ꙡ..ꙡ)  CYRILLIC CAPITAL LETTER REVERSED TSE..CYRILLIC SMALL LETTER REVERSED TSE
A674..A67B    ; allowed ; recommended          #  [8] (ꙴ..ꙻ)  COMBINING CYRILLIC LETTER UKRAINIAN IE..COMBINING CYRILLIC LETTER OMEGA
A67F          ; allowed ; recommended          #      (ꙿ)  CYRILLIC PAYEROK
A69F          ; allowed ; recommended          #      (ꚟ)  COMBINING CYRILLIC LETTER IOTIFIED E
A717..A71F    ; allowed ; recommended          #  [9] (ꜗ..ꜟ)  MODIFIER LETTER DOT VERTICAL BAR..MODIFIER LETTER LOW INVERTED EXCLAMATION MARK
A788          ; allowed ; recommended          #      (ꞈ)  MODIFIER LETTER LOW CIRCUMFLEX ACCENT
A78D..A78E    ; allowed ; recommended          #  [2] (Ɥ..ꞎ)  LATIN CAPITAL LETTER TURNED H..LATIN SMALL LETTER L WITH RETROFLEX HOOK AND BELT
A790..A793    ; allowed ; recommended          #  [4] (Ꞑ..ꞓ)  LATIN CAPITAL LETTER N WITH DESCENDER..LATIN SMALL LETTER C WITH BAR
A7A0..A7AA    ; allowed ; recommended          # [11] (Ꞡ..Ɦ)  LATIN CAPITAL LETTER G WITH OBLIQUE STROKE..LATIN CAPITAL LETTER H WITH HOOK
A7FA          ; allowed ; recommended          #      (ꟺ)  LATIN LETTER SMALL CAPITAL TURNED M
AA60..AA76    ; allowed ; recommended          # [23] (ꩠ..ꩶ)  MYANMAR LETTER KHAMTI GA..MYANMAR LOGOGRAM KHAMTI HM
AA7A..AA7B    ; allowed ; recommended          #  [2] (ꩺ..ꩻ)  MYANMAR LETTER AITON RA..MYANMAR SIGN PAO KAREN TONE
AB01..AB06    ; allowed ; recommended          #  [6] (ꬁ..ꬆ)  ETHIOPIC SYLLABLE TTHU..ETHIOPIC SYLLABLE TTHO
AB09..AB0E    ; allowed ; recommended          #  [6] (ꬉ..ꬎ)  ETHIOPIC SYLLABLE DDHU..ETHIOPIC SYLLABLE DDHO
AB11..AB16    ; allowed ; recommended          #  [6] (ꬑ..ꬖ)  ETHIOPIC SYLLABLE DZU..ETHIOPIC SYLLABLE DZO
AB20..AB26    ; allowed ; recommended          #  [7] (ꬠ..ꬦ)  ETHIOPIC SYLLABLE CCHHA..ETHIOPIC SYLLABLE CCHHO
AB28..AB2E    ; allowed ; recommended          #  [7] (ꬨ..ꬮ)  ETHIOPIC SYLLABLE BBA..ETHIOPIC SYLLABLE BBO
AC00..D7A3    ; allowed ; recommended          # [11172] (가..힣)  HANGUL SYLLABLE GA..HANGUL SYLLABLE HIH
FA0E..FA0F    ; allowed ; recommended          #  [2] (﨎..﨏)  CJK COMPATIBILITY IDEOGRAPH-FA0E..CJK COMPATIBILITY IDEOGRAPH-FA0F
FA11          ; allowed ; recommended          #      (﨑)  CJK COMPATIBILITY IDEOGRAPH-FA11
FA13..FA14    ; allowed ; recommended          #  [2] (﨓..﨔)  CJK COMPATIBILITY IDEOGRAPH-FA13..CJK COMPATIBILITY IDEOGRAPH-FA14
FA1F          ; allowed ; recommended          #      (﨟)  CJK COMPATIBILITY IDEOGRAPH-FA1F
FA21          ; allowed ; recommended          #      (﨡)  CJK COMPATIBILITY IDEOGRAPH-FA21
FA23..FA24    ; allowed ; recommended          #  [2] (﨣..﨤)  CJK COMPATIBILITY IDEOGRAPH-FA23..CJK COMPATIBILITY IDEOGRAPH-FA24
FA27..FA29    ; allowed ; recommended          #  [3] (﨧..﨩)  CJK COMPATIBILITY IDEOGRAPH-FA27..CJK COMPATIBILITY IDEOGRAPH-FA29
1B000..1B001  ; allowed ; recommended          #  [2] (𛀀..𛀁)  KATAKANA LETTER ARCHAIC E..HIRAGANA LETTER ARCHAIC YE
20000..2A6D6  ; allowed ; recommended          # [42711] (𠀀..𪛖)  CJK UNIFIED IDEOGRAPH-20000..CJK UNIFIED IDEOGRAPH-2A6D6
2A700..2B734  ; allowed ; recommended          # [4149] (𪜀..𫜴)  CJK UNIFIED IDEOGRAPH-2A700..CJK UNIFIED IDEOGRAPH-2B734
2B740..2B81D  ; allowed ; recommended          # [222] (𫝀..𫠝)  CJK UNIFIED IDEOGRAPH-2B740..CJK UNIFIED IDEOGRAPH-2B81D

# Total code points: 89367

#	Status/Type:	restricted ; default-ignorable

00AD          ; restricted ; default-ignorable #      (U+00AD)  SOFT HYPHEN
034F          ; restricted ; default-ignorable #      (U+034F)  COMBINING GRAPHEME JOINER
115F..1160    ; restricted ; default-ignorable #  [2] (U+115F..U+1160)  HANGUL CHOSEONG FILLER..HANGUL JUNGSEONG FILLER
17B4..17B5    ; restricted ; default-ignorable #  [2] (U+17B4..U+17B5)  KHMER VOWEL INHERENT AQ..KHMER VOWEL INHERENT AA
180B..180D    ; restricted ; default-ignorable #  [3] (U+180B..U+180D)  MONGOLIAN FREE VARIATION SELECTOR ONE..MONGOLIAN FREE VARIATION SELECTOR THREE
200B          ; restricted ; default-ignorable #      (U+200B)  ZERO WIDTH SPACE
200E..200F    ; restricted ; default-ignorable #  [2] (U+200E..U+200F)  LEFT-TO-RIGHT MARK..RIGHT-TO-LEFT MARK
202A..202E    ; restricted ; default-ignorable #  [5] (U+202A..U+202E)  LEFT-TO-RIGHT EMBEDDING..RIGHT-TO-LEFT OVERRIDE
2060..2064    ; restricted ; default-ignorable #  [5] (U+2060..U+2064)  WORD JOINER..INVISIBLE PLUS
2065..2069    ; restricted ; default-ignorable #  [5] (U+2065..U+2069)  <reserved-2065>..<reserved-2069>
206A..206F    ; restricted ; default-ignorable #  [6] (U+206A..U+206F)  INHIBIT SYMMETRIC SWAPPING..NOMINAL DIGIT SHAPES
3164          ; restricted ; default-ignorable #      (U+3164)  HANGUL FILLER
FE00..FE0F    ; restricted ; default-ignorable # [16] (U+FE00..U+FE0F)  VARIATION SELECTOR-1..VARIATION SELECTOR-16
FEFF          ; restricted ; default-ignorable #      (U+FEFF)  ZERO WIDTH NO-BREAK SPACE
FFA0          ; restricted ; default-ignorable #      (U+FFA0)  HALFWIDTH HANGUL FILLER
FFF0..FFF8    ; restricted ; default-ignorable #  [9] (U+FFF0..U+FFF8)  <reserved-FFF0>..<reserved-FFF8>
1D173..1D17A  ; restricted ; default-ignorable #  [8] (U+1D173..U+1D17A)  MUSICAL SYMBOL BEGIN BEAM..MUSICAL SYMBOL END PHRASE
E0000         ; restricted ; default-ignorable #      (U+E0000)  <reserved-E0000>
E0001         ; restricted ; default-ignorable #      (U+E0001)  LANGUAGE TAG
E0002..E001F  ; restricted ; default-ignorable # [30] (U+E0002..U+E001F)  <reserved-E0002>..<reserved-E001F>
E0020..E007F  ; restricted ; default-ignorable # [96] (U+E0020..U+E007F)  TAG SPACE..CANCEL TAG
E0080..E00FF  ; restricted ; default-ignorable # [128] (U+E0080..U+E00FF)  <reserved-E0080>..<reserved-E00FF>
E0100..E01EF  ; restricted ; default-ignorable # [240] (U+E0100..U+E01EF)  VARIATION SELECTOR-17..VARIATION SELECTOR-256
E01F0..E0FFF  ; restricted ; default-ignorable # [3600] (U+E01F0..U+E0FFF)  <reserved-E01F0>..<reserved-E0FFF>

# Total code points: 4165

#	Status/Type:	restricted ; historic

01BF          ; restricted ; historic          #      (ƿ)  LATIN LETTER WYNN
01F6..01F7    ; restricted ; historic          #  [2] (Ƕ..Ƿ)  LATIN CAPITAL LETTER HWAIR..LATIN CAPITAL LETTER WYNN
021C..021D    ; restricted ; historic          #  [2] (Ȝ..ȝ)  LATIN CAPITAL LETTER YOGH..LATIN SMALL LETTER YOGH
0363..0373    ; restricted ; historic          # [17] (ͣ..ͳ)  COMBINING LATIN SMALL LETTER A..GREEK SMALL LETTER ARCHAIC SAMPI
0376..0377    ; restricted ; historic          #  [2] (Ͷ..ͷ)  GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA..GREEK SMALL LETTER PAMPHYLIAN DIGAMMA
03D8..03EF    ; restricted ; historic          # [24] (Ϙ..ϯ)  GREEK LETTER ARCHAIC KOPPA..COPTIC SMALL LETTER DEI
03F7..03F8    ; restricted ; historic          #  [2] (Ϸ..ϸ)  GREEK CAPITAL LETTER SHO..GREEK SMALL LETTER SHO
03FA..03FB    ; restricted ; historic          #  [2] (Ϻ..ϻ)  GREEK CAPITAL LETTER SAN..GREEK SMALL LETTER SAN
0460..0481    ; restricted ; historic          # [34] (Ѡ..ҁ)  CYRILLIC CAPITAL LETTER OMEGA..CYRILLIC SMALL LETTER KOPPA
0483..0487    ; restricted ; historic          #  [5] (҃..҇)  COMBINING CYRILLIC TITLO..COMBINING CYRILLIC POKRYTIE
0640          ; restricted ; historic          #      (ـ)  ARABIC TATWEEL
066E..066F    ; restricted ; historic          #  [2] (ٮ..ٯ)  ARABIC LETTER DOTLESS BEH..ARABIC LETTER DOTLESS QAF
068E          ; restricted ; historic          #      (ڎ)  ARABIC LETTER DUL
0800..082D    ; restricted ; historic          # [46] (ࠀ..࠭)  SAMARITAN LETTER ALAF..SAMARITAN MARK NEQUDAA
094E          ; restricted ; historic          #      (ॎ)  DEVANAGARI VOWEL SIGN PRISHTHAMATRA E
0951..0952    ; restricted ; historic          #  [2] (॑..॒)  DEVANAGARI STRESS SIGN UDATTA..DEVANAGARI STRESS SIGN ANUDATTA
0C58..0C59    ; restricted ; historic          #  [2] (ౘ..ౙ)  TELUGU LETTER TSA..TELUGU LETTER DZA
0CDE          ; restricted ; historic          #      (ೞ)  KANNADA LETTER FA
10A0..10C5    ; restricted ; historic          # [38] (Ⴀ..Ⴥ)  GEORGIAN CAPITAL LETTER AN..GEORGIAN CAPITAL LETTER HOE
10F1..10F6    ; restricted ; historic          #  [6] (ჱ..ჶ)  GEORGIAN LETTER HE..GEORGIAN LETTER FI
1100..115E    ; restricted ; historic          # [95] (ᄀ..ᅞ)  HANGUL CHOSEONG KIYEOK..HANGUL CHOSEONG TIKEUT-RIEUL
1161..11FF    ; restricted ; historic          # [159] (ᅡ..ᇿ)  HANGUL JUNGSEONG A..HANGUL JONGSEONG SSANGNIEUN
1681..169A    ; restricted ; historic          # [26] (ᚁ..ᚚ)  OGHAM LETTER BEITH..OGHAM LETTER PEITH
16A0..16EA    ; restricted ; historic          # [75] (ᚠ..ᛪ)  RUNIC LETTER FEHU FEOH FE F..RUNIC LETTER X
16EE..16F0    ; restricted ; historic          #  [3] (ᛮ..ᛰ)  RUNIC ARLAUG SYMBOL..RUNIC BELGTHOR SYMBOL
1700..170C    ; restricted ; historic          # [13] (ᜀ..ᜌ)  TAGALOG LETTER A..TAGALOG LETTER YA
170E..1714    ; restricted ; historic          #  [7] (ᜎ..᜔)  TAGALOG LETTER LA..TAGALOG SIGN VIRAMA
1720..1734    ; restricted ; historic          # [21] (ᜠ..᜴)  HANUNOO LETTER A..HANUNOO SIGN PAMUDPOD
1740..1753    ; restricted ; historic          # [20] (ᝀ..ᝓ)  BUHID LETTER A..BUHID VOWEL SIGN U
1760..176C    ; restricted ; historic          # [13] (ᝠ..ᝬ)  TAGBANWA LETTER A..TAGBANWA LETTER YA
176E..1770    ; restricted ; historic          #  [3] (ᝮ..ᝰ)  TAGBANWA LETTER LA..TAGBANWA LETTER SA
1772..1773    ; restricted ; historic          #  [2] (ᝲ..ᝳ)  TAGBANWA VOWEL SIGN I..TAGBANWA VOWEL SIGN U
17A8          ; restricted ; historic          #      (ឨ)  KHMER INDEPENDENT VOWEL QUK
1A00..1A1B    ; restricted ; historic          # [28] (ᨀ..ᨛ)  BUGINESE LETTER KA..BUGINESE VOWEL SIGN AE
1CD0..1CD2    ; restricted ; historic          #  [3] (᳐..᳒)  VEDIC TONE KARSHANA..VEDIC TONE PRENKHA
